regime,camera_failure,depth_failure,tactile_failure,triple_cell,true_success,additive_pred,pairwise_pred,full_high_order_pred,abs_error_additive,abs_error_pairwise,abs_error_full_high_order
pairwise_only,0,0,0,0,0.9525741268224334,0.9525741268224334,0.9525741268224334,0.9525741268224334,0.0,0.0,0.0
pairwise_only,0,0,1,0,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.0,0.0,0.0
pairwise_only,0,1,0,0,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.0,0.0,0.0
pairwise_only,0,1,1,0,0.9129342275597286,0.9241418199787566,0.9129342275597286,0.9129342275597286,0.011207592419027912,0.0,0.0
pairwise_only,1,0,0,0,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.0,0.0,0.0
pairwise_only,1,0,1,0,0.9129342275597286,0.9241418199787566,0.9129342275597286,0.9129342275597286,0.011207592419027912,0.0,0.0
pairwise_only,1,1,0,0,0.9129342275597286,0.9241418199787566,0.9129342275597286,0.9129342275597286,0.011207592419027912,0.0,0.0
pairwise_only,1,1,1,1,0.8581489350995123,0.9046505351008906,0.8581489350995123,0.8581489350995123,0.04650160000137826,0.0,0.0
hidden_mild_triple,0,0,0,0,0.9525741268224334,0.9525741268224334,0.9525741268224334,0.9525741268224334,0.0,0.0,0.0
hidden_mild_triple,0,0,1,0,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.0,0.0,0.0
hidden_mild_triple,0,1,0,0,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.0,0.0,0.0
hidden_mild_triple,0,1,1,0,0.9129342275597286,0.9241418199787566,0.9129342275597286,0.9129342275597286,0.011207592419027912,0.0,0.0
hidden_mild_triple,1,0,0,0,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.0,0.0,0.0
hidden_mild_triple,1,0,1,0,0.9129342275597286,0.9241418199787566,0.9129342275597286,0.9129342275597286,0.011207592419027912,0.0,0.0
hidden_mild_triple,1,1,0,0,0.9129342275597286,0.9241418199787566,0.9129342275597286,0.9129342275597286,0.011207592419027912,0.0,0.0
hidden_mild_triple,1,1,1,1,0.574442516811659,0.9046505351008906,0.8581489350995123,0.574442516811659,0.3302080182892315,0.28370641828785326,0.0
hidden_strong_triple,0,0,0,0,0.9525741268224334,0.9525741268224334,0.9525741268224334,0.9525741268224334,0.0,0.0,0.0
hidden_strong_triple,0,0,1,0,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.0,0.0,0.0
hidden_strong_triple,0,1,0,0,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.0,0.0,0.0
hidden_strong_triple,0,1,1,0,0.9129342275597286,0.9241418199787566,0.9129342275597286,0.9129342275597286,0.011207592419027912,0.0,0.0
hidden_strong_triple,1,0,0,0,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.9399133498259924,0.0,0.0,0.0
hidden_strong_triple,1,0,1,0,0.9129342275597286,0.9241418199787566,0.9129342275597286,0.9129342275597286,0.011207592419027912,0.0,0.0
hidden_strong_triple,1,1,0,0,0.9129342275597286,0.9241418199787566,0.9129342275597286,0.9129342275597286,0.011207592419027912,0.0,0.0
hidden_strong_triple,1,1,1,1,0.09975048911968513,0.9046505351008906,0.8581489350995123,0.09975048911968513,0.8049000459812055,0.7583984459798272,0.0
